no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio
1.5125077354586167,-1.002638913839042,-1.015047312381726,1.0095002073927228,1.6247724826000542,-0.8600033826622476,-0.18740060712783776,-0.255384289435297,2.0467857468555826,0.07808278294602439,1.1604137368347862,0.6011272845928849,1.332392139533206
-1.4350007766340427,-1.002638913839042,0.9851757526982476,1.6141712817526221,2.077128428147028,0.18889360012045814,0.63739678272969,2.49569298858859,1.2231109075977606,2.498431962554719,0.8820198736878498,2.428703835129259,0.9243242359629824
-0.8454990742155108,0.9973680316985328,-1.015047312381726,-1.5158907502280328,-1.35415691490441,-0.5103710550680124,0.4747606776873606,-0.8055997450400745,-0.8818359038388952,-1.3392388087167248,-1.31419838002687,-1.3134767207309355,1.0641826497679614
-0.25599737179697896,0.9973680316985328,0.9851757526982476,-0.0575663944188641,-0.22878358695827897,1.237790582903164,0.8929678049390648,0.11142601430122129,-0.3784790576257818,0.14349762563815127,0.6964239649232257,0.13527443837773076,-0.5327720956174596
1.5125077354586167,0.9973680316985328,0.9851757526982476,-0.7333752422328691,-0.4494450238104615,0.18889360012045814,-0.9250715121412605,0.15727730226828607,-0.5615179107941867,-0.8595299623077943,-0.9120739110368508,-0.6274956065240052,1.1900552221924425
0.9230060330400848,-1.002638913839042,-1.015047312381726,-1.6937351838632975,-1.5637852799139833,-0.16073872747377713,1.2705159059301867,-1.0348561848753983,-1.0648747570073,-1.5572882843571478,-1.4688616373307233,-1.5592012989543134,0.5746782014505358
-0.8454990742155108,-1.002638913839042,0.9851757526982476,-1.6937351838632975,-1.6079175672844197,-0.5103710550680124,1.2530906089613656,-1.0501399475310866,-1.0648747570073,-1.5354833367931056,-1.4688616373307233,-1.554082036907993,-1.6630564194291253
1.5125077354586167,0.9973680316985328,-1.015047312381726,1.294051301209146,1.9667977097209368,-1.209635710256483,0.45152694839559926,2.2970040740646427,2.2527044566700383,1.5281117959548371,-0.20062292743912466,1.9577317268677845,1.3463108293400738
-0.8454990742155108,-1.002638913839042,-1.015047312381726,1.5074646215714633,1.514441764173963,-0.8600033826622476,-0.4313547646913319,0.5546551313161809,-0.7674366206086422,0.492376786662828,1.8718647204325123,0.5550539261760015,0.19570701565639934
0.33350433062155294,0.9973680316985328,0.9851757526982476,1.5786023950255692,0.5986968012374054,-1.5592680378507182,0.759373861511437,0.906181672397011,-0.2640797743955288,0.6014015244830395,1.3150769941386395,0.7444666218898554,-1.3803952041601153
-0.8454990742155108,-1.002638913839042,0.9851757526982476,0.938362433938617,1.1393173215252526,0.18889360012045814,-0.2977608212637042,1.624518517214359,1.2917504775359123,0.5795965769189972,0.6345586620016842,1.2103194681050096,0.5383513407219699
1.5125077354586167,-1.002638913839042,-1.015047312381726,-0.6622374687787633,-0.5708088140791618,0.5385259277146934,0.056553550435656366,-0.6986134064502566,-0.2640797743955288,-0.7177978031415194,-0.44808413912529027,-0.7042845372188108,0.2250321669380886
1.5125077354586167,-1.002638913839042,-1.015047312381726,-1.5870285236821386,-1.453454561487892,1.5874229104973991,1.224048447346664,-1.0959912354981514,-1.0419949003612494,-1.4482635465369365,-1.3451310314876406,-1.5028894164447892,0.5746782014505358
-1.4350007766340427,-1.002638913839042,-1.015047312381726,-0.5910996953246576,-0.4825442393382889,-0.8600033826622476,-0.9366883767871411,-0.3318031027137383,-0.8131963339007433,-0.390723589680885,-0.9430065624976215,-0.6326148685703255,0.3114153048764576
-1.4350007766340427,-1.002638913839042,0.9851757526982476,1.0095002073927228,0.9738212438861158,1.5874229104973991,0.741948564542616,1.7009373304928004,2.435743309838443,0.7213287360852721,0.758289267844767,1.5789063354400765,0.07897749429364906
0.33350433062155294,0.9973680316985328,-1.015047312381726,-0.48439303514349885,-0.6811395325052532,-0.8600033826622476,-0.6811173545777663,0.27954740351379215,-1.0419949003612494,-0.5760656439752445,-0.41715148766451954,-0.47903700718071424,-0.9373046504951811
0.33350433062155294,-1.002638913839042,0.9851757526982476,0.12027803921640039,-0.09638672484696946,-1.209635710256483,-0.03057293440844868,-0.5152082545819975,-0.4928783408560349,0.4487668915347434,-0.015027018674500457,-0.0746153055214046,-0.575268756501512
-1.4350007766340427,-1.002638913839042,0.9851757526982476,1.5786023950255692,1.8564669912948457,-1.5592680378507182,-0.5823740050877806,0.12670977695690955,1.085831767721457,1.0156955281998432,0.20150154155089445,0.7956592423530592,0.633565954631579
-0.25599737179697896,0.9973680316985328,0.9851757526982476,1.5430335082985163,1.6358055544426633,0.8881582553089287,-0.20482590409665877,-0.9584373715969571,-0.24119991774947822,1.4190870581346255,1.2532116912170983,0.4987420436664774,0.3366213268888695
0.9230060330400848,-1.002638913839042,0.9851757526982476,-0.6622374687787633,-0.26188280248610635,-0.5103710550680124,0.21918965547798577,-0.48464072927062096,-0.538638054148136,-0.7832126458336464,-0.35528618474297813,-0.7094037992651311,1.693545511890366
-1.4350007766340427,-1.002638913839042,-1.015047312381726,0.6893802268492467,0.3449361488573956,-0.8600033826622476,-0.34422827984722687,-0.1789654761568557,0.33079649840178693,0.6123039982650607,1.0366831309917033,0.47314573343487554,-0.6321001119524242
1.5125077354586167,-1.002638913839042,-1.015047312381726,0.6538113401221939,0.4442337954408777,0.18889360012045814,-1.1167497787982916,0.38653374210361,0.010478505357078467,1.0593054233279278,1.2532116912170983,0.8366133387236221,-0.3496034897823679
-0.25599737179697896,-1.002638913839042,0.9851757526982476,1.294051301209146,0.41113457991305036,-1.5592680378507182,-0.2687186596490025,-0.545775779893374,-0.6987970506704904,0.3070347323684685,2.026527977736366,0.14039370042405114,-1.373694183970548
-1.4350007766340427,-1.002638913839042,-1.015047312381726,0.22698469939755908,0.6759283041356694,-1.209635710256483,0.5618871625314656,-0.6833296437945684,0.42231592498598935,0.5250842080088914,0.17056889009012374,0.14039370042405114,1.2518873630325384
-1.4350007766340427,0.9973680316985328,0.9851757526982476,-0.34211748823528726,-0.4494450238104615,0.8881582553089287,1.0730292069502152,-0.1025466628784144,0.07911807529523028,-0.7287002769235406,-0.045959670135271156,-0.366413242161666,-0.4759654924990609
0.33350433062155294,-1.002638913839042,-1.015047312381726,-0.6266685820517105,-0.22878358695827897,-1.5592680378507182,-0.2687186596490025,-0.2248167641239205,-0.5615179107941867,-0.9249448049999213,-0.35528618474297813,-0.69404601312617,1.6426879068703737
1.5125077354586167,-1.002638913839042,-1.015047312381726,0.47596690648692935,0.3449361488573956,-0.5103710550680124,0.5618871625314656,0.38653374210361,-0.30983948768763003,0.7976460525594202,-0.41715148766451954,0.36564123046214764,-0.22076652706528133
